registration_series,registration_number,organization_name,expiry_date,fee_amount,bgmea_id,bgmea_address,bgmea_phone,rsc_factory_id,rsc_address,rsc_buyers,github_buyers,github_source,match_score,match_confidence
Ba: Bo:,6081,Garments Export Village Ltd.,22-05-2022,5500,,,,,,,,,0,none
Ba: Bo:,6082,Surichala Textile & Dying Mills Ltd.,05-05-2015,6500,,,,,,,,,0,none
Ba: Bo:,6090,Roujan Sweater Ltd.,18-05-2018,2500,,,,,,,,,0,none
Ba: Bo:,6098,Bando Fashions Ltd.,07-06-2020,2500,,,,,,,,,0,none
Ba: Bo:,6100,Malesh Dying Printing & Processing Mills,22-05-2011,5500,,,,,,,,,0,none
Ba: Bo:,6102,Matrix Sweaters Ltd.,03-11-2018,2500,,,,,,,,,0,none
Ba: Bo:,6101,Khadiza Textile Processing & Printing Industries Ltd.,14-06-2019,6500,,,,,,,,,0,none
Ba: Bo:,6105,Inter Fab Shirts Manuf: Ltd.,14-06-2022,3500,,,,,,,,,0,none
Ba: Bo:,6104,Akij Printing & Packeging Ltd.,28-06-2022,5000,,,,,,,,,0,none
Ba: Bo:,6109,Camlet Fashions Ltd.,11-06-2011,2500,,,,,,,,,0,none
Ba: Bo:,6110,Transworld Sweaters Ltd.,24-06-2019,2500,,,,,,,,,0,none
Ba: Bo:,6115,J M S Composit Knit Ware Ltd.,15-06-2018,2500,,,,,,,,,0,none
Ba: Bo:,6116,Messures Brothers Textile Mills,14-06-2022,4500,,,,,,,,,0,none
Ba: Bo:,6117,Hydroxide Knitware Ltd.,21-02-2019,2500,,,,,,,,,0,none
Ba: Bo:,6119,The-Civil Engineers Ltd. (Sweater Unit),13-07-2022,3500,,,,,,,,,0,none
Ba: Bo:,6118,One Up Sweater Ltd.,03-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,6122,Nafa Apparels  Ltd.,16-02-2023,2500,,,,,,,,,0,none
Ba: Bo:,6123,Nafa Apparels Ltd.,16-02-2023,2500,,,,,,,,,0,none
Ba: Bo:,6124,Queen South Textile Mills Ltd.,04-05-2022,7000,,,,,,,,,0,none
Ba: Bo:,6126,Green Life Knit Composit Ltd.,27-06-2022,7000,,,,,,,,,0,none
Ba: Bo:,6127,Hindol Wally Textile Ltd.,18-06-2011,6500,,,,,,,,,0,none
Ba: Bo:,6134,E O S Textile Mills Ltd.,13-04-2021,5500,,,,,,,,,0,none
Ba: Bo:,6133,Anoyara Dress Makers Ltd.,18-06-2011,3500,,,,,,,,,0,none
Ba: Bo:,6136,Ayet Ali Vuiyan Textile Mills Ltd.,21-06-2011,4500,,,,,,,,,0,none
Ba: Bo:,6138,G M S Composit Kniting Ind: Ltd.,15-06-2022,8000,,,,,,,,,0,none
Ba: Bo:,6141,F G S Laundry Ltd.,16-07-2018,3500,,,,,,,,,0,none
Ba: Bo:,6144,N R G Spinning Mills Ltd.,14-07-2019,7000,,,,,,,,,0,none
Ba: Bo:,6142,Ramisa's Fashions Ltd.,02-07-2012,2500,,,,,,,,,0,none
Ba: Bo:,6145,N R G Spinning Mills Ltd.,29-08-2018,7000,,,,,,,,,0,none
Ba: Bo:,6146,Shishir Kniting & Dying Ltd.,03-06-2022,5500,,,,,,,,,0,none
Ba: Bo:,6147,Fakir Apparels Ltd.,20-07-2021,3500,,,,,,,,,0,none
Ba: Bo:,6148,Section Seven Apparels Ltd.,23-05-2022,3500,,,,,,,,,0,none
Ba: Bo:,6150,Southern Dress Shilpo Ltd.,09-08-2020,3500,,,,,,,,,0,none
Ba: Bo:,6153,Bunon Kniting Ltd.,13-07-2011,2500,,,,,,,,,0,none
Ba: Bo:,6156,Taha Textiles Ltd.,14-07-2021,7000,,,,,,,,,0,none
Ba: Bo:,6158,Aman Knitings Ltd.,06-07-2022,5000,,,,,,,,,0,none
Ba: Bo:,6164,Squire Knit Composit Ltd.,19-07-2022,6000,,,,,,,,,0,none
Ba: Bo:,6165,Squire Knit Composit Ltd.,17-07-2022,7000,,,,,,,,,0,none
Ba: Bo:,6173,Tandem Sweaters Ltd.,18-07-2018,3500,,,,,,,,,0,none
Ba: Bo:,6178,Messures Zakir Textile,16-07-2022,6000,,,,,,,,,0,none
Ba: Bo:,6182,Interlink Dresses,22-07-2022,3500,,,,,,,,,0,none
Ba: Bo:,6179,Messures Rabbani Washing Co.,21-09-2022,3500/-,,,,,,,,,0,none
Ba: Bo:,6183,Fair Kniting Ltd.,01-08-2011,5500,,,,,,,,,0,none
Ba: Bo:,6184,Fair Washing Ltd.,13-08-2018,7000,,,,,,,,,0,none
Ba: Bo:,6185,Fair Washing Ltd.,21-08-2014,7000,,,,,,,,,0,none
Ba: Bo:,6187,NRG Composite Yearn Dyeing,30-01-2022,7000,,,,,,,,,0,none
Ba: Bo:,6188,Envoy Textiles Ltd.,14-03-2023,6500,,,,,,,,,0,none
Ba: Bo:,6190,Norp Knit Industries Ltd.,08-08-2022,3500,,,,,,,,,0,none
Ba: Bo:,6193,How Are You Textile Industries Ltd.,10-08-2016,7000,,,,,,,,,0,none
Ba: Bo:,6194,Chemio USA Knit Ware Ltd.,22-03-2018,2500,,,,,,,,,0,none
Ba: Bo:,6195,Envoy Textiles Ltd.,14-03-2023,7000,,,,,,,,,0,none
Ba: Bo:,6196,Regent Textile Mills Ltd.,26-03-2023,6500/-,,,,,,,,,0,none
Ba: Bo:,6198,Squire Fashions Ltd.,15-01-2023,2500,,,,,,,,,0,none
Ba: Bo:,6197,Moni Fashion Ltd.,16-08-2020,3500,,,,,,,,,0,none
Ba: Bo:,6201,Spectra Sweaters Ltd.,11-03-2023,2500,,,,,,,,,0,none
Ba: Bo:,6202,Fokhoruddin Textile Mills Ltd.,03-07-2022,5500,,,,,,,,,0,none
Ba: Bo:,6200,Jalal Ahmed Knit Composit Ltd.,26-08-2016,2500,,,,,,,,,0,none
Ba: Bo:,6204,R R Apparels Ltd.,19-08-2016,2500,,,,,,,,,0,none
Ba: Bo:,6203,Mexi Bangla Sweater Ltd.,06-04-2016,2500,,,,,,,,,0,none
Ba: Bo:,6206,Digonto Sweaters Ltd.,19-07-2022,3500,,,,,,,,,0,none
Ba: Bo:,6208,Sidatex Apparels Ltd.,04-09-2015,2500,,,,,,,,,0,none
Ba: Bo:,6210,Ridisha Knitex Ltd.,28-08-2022,7000,,,,,,,,,0,none
Ba: Bo:,6212,Pantalun Textiles Ltd.,01-09-2011,2500,,,,,,,,,0,none
Ba: Bo:,6213,Cold Asia Sweater Ltd.,28-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,6214,Natural Wool Wears Ltd.,12-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,6215,Altimate Fashions Ltd.,04-09-2011,2500,,,,,,,,,0,none
Ba: Bo:,6218,OASIS FASHION LTD.,14-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,6216,S R B Fashions Ltd.,01-09-2011,2500,,,,,,,,,0,none
Ba: Bo:,6219,Designtex Sweaters Ltd.,07-09-2019,2500,,,,,,,,,0,none
Ba: Bo:,6220,DGN Apparels Ltd.,28-09-2015,2500,,,,,,,,,0,none
Ba: Bo:,6222,Runing Fashions Ltd.,16-04-2018,2500,,,,,,,,,0,none
Ba: Bo:,6224,B.K.C. Sweaters Ltd.,05-09-2011,2500,,,,,,,,,0,none
Ba: Bo:,6228,Hornbill Apparels Ltd.,17-09-2018,2500,,,,,,,,,0,none
Ba: Bo:,6230,DK Knit Ware Ltd.,26-09-2021,6500,,,,,,,,,0,none
Ba: Bo:,6235,Aiyubpur Textile Mills Ltd.,23-09-2022,3500/-,,,,,,,,,0,none
Ba: Bo:,6236,Tandem Sweaters Ltd.,19-10-2017,2500,,,,,,,,,0,none
Ba: Bo:,6237,Nexus Sweaters Ind: (P:) Ltd.,23-09-2020,3500,,,,,,,,,0,none
Ba: Bo:,6238,Aporupa Textile Mills Ltd.,08-10-2012,5000,,,,,,,,,0,none
Ba: Bo:,6240,Kasse Apparels Ltd.,02-10-2011,2500,,,,,,,,,0,none
Ba: Bo:,6241,S. A. Rahman Sweater Factory Ltd.,09-10-2011,2500,,,,,,,,,0,none
Ba: Bo:,6243,Poshomi Sweaters Ltd.,17-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,6245,Intraco Sweaters Ltd.,18-10-2011,3500,,,,,,,,,0,none
Ba: Bo:,6244,Poshomi Sweaters Ltd.,17-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,6246,Arl Fashion Ltd.,05-10-2016,2500,,,,,,,,,0,none
Ba: Bo:,6247,Mohamadi Knit Store Ltd.,29-09-2020,3500,,,,,,,,,0,none
Ba: Bo:,6248,Pan Mark Apparels (P:) Ltd.,04-10-2022,2500/-,,,,,,,,,0,none
Ba: Bo:,6249,Nar Sweater Ltd.,17-10-2018,2500,,,,,,,,,0,none
Ba: Bo:,6250,New Labour Hosiery & Garments,20-02-2018,3500,,,,,,,,,0,none
Ba: Bo:,6252,M. T. Sweaters Ltd.,21-08-2021,2500,,,,,,,,,0,none
Ba: Bo:,6253,Fashion FX Ltd.,16-11-2015,2500,,,,,,,,,0,none
Ba: Bo:,6254,Sicili Garments Ltd.,05-11-2017,2500,,,,,,,,,0,none
Ba: Bo:,6255,Alema Textiles Ltd.,01-09-2022,6500,,,,,,,,,0,none
Ba: Bo:,6259,Navi Moda Knit Ware Ltd.,12-11-2014,2500,,,,,,,,,0,none
Ba: Bo:,6260,Thina Sweaters Ltd.,16-07-2022,3500,,,,,,,,,0,none
Ba: Bo:,6263,Tandem Sweater Ltd.,19-07-2018,2500,,,,,,,,,0,none
Ba: Bo:,6264,Mondol Fabrics Ltd.,15-08-2022,6500,,,,,,,,,0,none
Ba: Bo:,6273,Pioneer Sweater Ltd.,04-11-2021,4500,,,,,,,,,0,none
Ba: Bo:,6274,Pioneer Sweater Ltd.,02-11-2021,4500,,,,,,,,,0,none
Ba: Bo:,6275,Pioneer Knit Wares (BD) Ltd.,18-04-2022,5000,,,,,,,,,0,none
Ba: Bo:,6279,Fahami Washing Plant Ltd.,23-11-2019,7000,,,,,,,,,0,none
Ba: Bo:,6282,AKH Shirts Ltd.,30-12-2018,2500,,,,,,,,,0,none
Ba: Bo:,6281,S.B. Knit Composit,05-12-2011,6500,,,,,,,,,0,none
Ba: Bo:,6283,Pandora Sweaters Ltd.,22-10-2018,2500,,,,,,,,,0,none
Ba: Bo:,6285,Fullcharm Fashion Knitters Ltd.,12-11-2022,5500,,,,,,,,,0,none
Ba: Bo:,6288,Ridisha Knitex Ltd.,05-12-2022,7000,,,,,,,,,0,none
Ba: Bo:,6287,BHML Sweaters Ltd.,16-12-2021,2500,,,,,,,,,0,none
Ba: Bo:,6291,Dynamic Sweater Ind. Ltd.,25-04-2020,3500,,,,,,,,,0,none
Ba: Bo:,6292,Malek Dying Printing & Finishing Mills,11-12-2021,3500,,,,,,,,,0,none
Ba: Bo:,6299,Four H Dying & Printing Ltd.,26-12-2022,,,,,,,,,,0,none
Ba: Bo:,6302,"Crony Apparels Ltd. (Knitting, Dyeing & Printing Unit)",02-02-2022,6500,,,,,,,,,0,none
Ba: Bo:,6303,Epic Garments Manuf. Co. Ltd.,07-11-2022,5500,,,,,,,,,0,none
Ba: Bo:,6304,Anzir Apparels Ltd.,27-11-2011,2500,,,,,,,,,0,none
Ba: Bo:,6309,Nayla Fashion (P:) Ltd.,14-10-2019,2500,,,,,,,,,0,none
Ba: Bo:,6312,Harodos Garments Ltd.,06-01-2018,2500,,,,,,,,,0,none
Ba: Bo:,6311,Sujon Apparels Ltd.,01-12-2015,2500,,,,,,,,,0,none
Ba: Bo:,6316,Regency Garments Ltd.(Unit-02),12-04-2022,6500/-,,,,,,,,,0,none
Ba: Bo:,6319,Jeans Washing Ind: Ltd.,05-02-2013,5000,,,,,,,,,0,none
Ba: Bo:,6321,Barnali Textile & Printing Ind: (P:) Ltd.,10-01-2022,6500,,,,,,,,,0,none
Ba: Bo:,6313,Harodos Garments Ltd.,06-01-2018,2500,,,,,,,,,0,none
Ba: Bo:,6323,L Usine Fashion Ltd.,15-01-2022,2500,,,,,,,,,0,none
Ba: Bo:,6322,L Usine Fashion Ltd.,24-01-2022,2500,,,,,,,,,0,none
Ba: Bo:,6324,Roshita Knit Wares (P:) Ltd.,02-01-2013,3500,,,,,,,,,0,none
Ba: Bo:,6325,Fashion It Co. Ltd.  (Unit-2),12-05-2016,5000,,,,,,,,,0,none
Ba: Bo:,6331,Fortis Garments Ltd.,25-01-2018,2500,,,,,,,,,0,none
Ba: Bo:,6333,Finkoli Apparels Ltd.,13-01-2019,6500,,,,,,,,,0,none
Ba: Bo:,6332,Confidence Knit Ware Ltd.,02-02-2021,2500,,,,,,,,,0,none
Ba: Bo:,6336,New Age Apparels Ltd.,12-01-2022,2500,,,,,,,,,0,none
Ba: Bo:,6334,Mozib Fashions Ltd.,26-01-2012,2500,,,,,,,,,0,none
Ba: Bo:,6339,Denimach Washing Ltd.,02-01-2023,6500,,,,,,,,,0,none
Ba: Bo:,6340,Radiant Sweater Ind: Ltd.,14-02-2022,2500,,,,,,,,,0,none
Ba: Bo:,6341,Eastern Dresses Ltd.,17-12-2015,2500,,,,,,,,,0,none
Ba: Bo:,6344,Nasir Dying & Printing Finishing Ind: (P:) Ltd.,14-03-2022,4500,,,,,,,,,0,none
Ba: Bo:,6347,Messures Dewyan Textile Mills,27-03-2019,3500,,,,,,,,,0,none
Ba: Bo:,6349,Sparkol Knit Composit Ltd.,21-02-2022,6500,,,,,,,,,0,none
Ba: Bo:,6353,V & R Fashion,21-02-2019,2500,,,,,,,,,0,none
Ba: Bo:,6352,Sadika Textile Mills (P:) Ltd.,05-02-2022,3500,,,,,,,,,0,none
Ba: Bo:,6357,Anowara Dress Makers Ltd.,20-03-2023,3500/-,,,,,,,,,0,none
Ba: Bo:,6359,Mashihata Sweaters Ltd.,26-02-2023,4500,,,,,,,,,0,none
Ba: Bo:,6361,H N Garments Ltd.,23-02-2021,2500,,,,,,,,,0,none
Ba: Bo:,6367,Classic Shirts Ltd.,23-03-2017,2500,,,,,,,,,0,none
Ba: Bo:,6369,Takwaya Fabrics Limited,28-11-2017,6500,,,,,,,,,0,none
Ba: Bo:,6372,Squire Fashions Ltd.,07-03-2013,2500,,,,,,,,,0,none
Ba: Bo:,6373,Union Knit Wares Ltd.,23-03-2021,2500,,,,,,,,,0,none
Ba: Bo:,6380,EUSEBIO Textile (Bangladesh) Ltd.,22-03-2022,6500/-,,,,,,,,,0,none
Ba: Bo:,6384,Islam Garments Ltd.,18-03-2020,7000,,,,,,,,,0,none
Ba: Bo:,6385,Mane Washing Ltd.,26-02-2022,3500,,,,,,,,,0,none
Ba: Bo:,6387,Bilasi Textile Ind. (P.) Ltd.,20-03-2022,4500,,,,,,,,,0,none
Ba: Bo:,6388,Bilasi Textile Ind. (P.) Ltd.,21-03-2022,5000,,,,,,,,,0,none
Ba: Bo:,6393,Kun Tung Apparels Ltd.,24-01-2021,5000,,,,,,,,,0,none
Ba: Bo:,6394,Bengal Haricane Dying & Printing (P:) Ltd.,07-03-2023,6500,,,,,,,,,0,none
Ba: Bo:,6392,Shenon Sweaters Ltd.,03-09-2022,4500,,,,,,,,,0,none
Ba: Bo:,6395,Padma Polycotton Knit Fabrics Ltd.,04-04-2022,7000,,,,,,,,,0,none
Ba: Bo:,6396,Sayeed Textile Mills Ltd.,01-04-2012,4500,,,,,,,,,0,none
Ba: Bo:,6400,G.M. Dying & Printing Mills,15-04-2022,5000,,,,,,,,,0,none
Ba: Bo:,6402,Simba Fashions Ltd.,24-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,6404,Chunji Knit Ltd.,25-01-2023,5500,,,,,,,,,0,none
Ba: Bo:,6406,Space Sweater Ltd.,16-04-2018,2500,,,,,,,,,0,none
Ba: Bo:,6407,Mitaly Fashions Ltd.,12-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,6408,Mitaly Fashions Ltd.,28-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,6409,The Rose Dresses Ltd.,10-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,6410,Best Wool Sweaters Ltd.,24-04-2017,3500,,,,,,,,,0,none
Ba: Bo:,6411,Sinha Fabrics Ltd.,14-04-2022,5000,,,,,,,,,0,none
Ba: Bo:,6412,Thermax Textile Mills Ltd.,16-04-2012,5500,,,,,,,,,0,none
Ba: Bo:,6413,Sayham Knit Composit Ltd.,12-04-2023,7000,,,,,,,,,0,none
Ba: Bo:,6414,Kojima Lirik Garments Ltd.,18-02-2023,2500,,,,,,,,,0,none
Ba: Bo:,6415,S F Denim Apparels Ltd.,17-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,6418,Fortune Apparels Ltd.,13-03-2018,2500,,,,,,,,,0,none
Ba: Bo:,6420,T S S Fashions Ltd.,23-04-2015,2500,,,,,,,,,0,none
Ba: Bo:,6417,Shah Amanat Kniting & Dying Industries Ltd.,15-04-2022,19500/-,,,,,,,,,0,none
Ba: Bo:,6421,Fresh Fashion Ware Ltd.,25-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,6423,Clifton Textile & Apparels Ltd.,24-04-2017,2500,,,,,,,,,0,none
Ba: Bo:,6424,Clifton Fashions Ltd.,22-04-2012,2500,,,,,,,,,0,none
Ba: Bo:,6427,Clifton Garments Ltd.,24-04-2017,2500,,,,,,,,,0,none
Ba: Bo:,6426,Delux Fashions Ltd.,24-04-2017,2500,,,,,,,,,0,none
Ba: Bo:,6429,Heyon Apparels Ltd.,09-04-2019,2500,,,,,,,,,0,none
Ba: Bo:,6430,Metro Knitting & Dyeing Mills Limited (Factory-2),07-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,6434,Your Fashion Sweater Ltd.,14-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,6436,Raks Fashion Ltd,21-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,6437,Orion Knit Textiles Ltd.,25-05-2022,7000,,,,,,,,,0,none
Ba: Bo:,6442,Riyaz Export Apparels Ltd.,08-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,6443,Riyaz Export Apparels Ltd.,01-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,6445,Zoom Sweaters Ltd.,03-02-2019,2500,,,,,,,,,0,none
Ba: Bo:,6447,T-Design Sweaters Ltd.,21-04-2021,2500,,,,,,,,,0,none
Ba: Bo:,6446,Ridisha Textiles Ltd.,22-10-2018,2500,,,,,,,,,0,none
Ba: Bo:,6455,Torque Fashions Limited,03-11-2018,2500,,,,,,,,,0,none
Ba: Bo:,6461,Paragon Knit Composit Ltd.,25-05-2012,2500,,,,,,,,,0,none
Ba: Bo:,6460,Posh Garments Ltd.,22-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,6462,Radiance Knitware Ltd.,19-05-2021,2500,,,,,,,,,0,none
Ba: Bo:,6464,A.K.M. Knit Ware Ltd.,04-05-2022,7000,,,,,,,,,0,none
Ba: Bo:,6466,Friends & Friends Apparels (P:) Ltd.,23-05-2016,2500,,,,,,,,,0,none
Ba: Bo:,6465,Siraj Dying & Printing Industries,29-05-2012,4500,,,,,,,,,0,none
Ba: Bo:,6467,P & G Textile Ltd.,24-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,6468,Green Fair Textile Ltd.,16-04-2018,2500,,,,,,,,,0,none
Ba: Bo:,6470,Comfit Composite Knit Ltd Unit-2,10-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,6472,Fantasy Sweater (P:) Ltd.,01-06-2012,2500,,,,,,,,,0,none
Ba: Bo:,6481,Shinshin Apparels Ltd.,13-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,6482,Mahbub Dying Printing & Finishing Mill,17-06-2012,6500,,,,,,,,,0,none
Ba: Bo:,6488,Kazipur Fashions Ltd.,06-01-2023,3500,,,,,,,,,0,none
Ba: Bo:,6491,Magpai Composite Textile Ltd.,18-06-2018,6500,,,,,,,,,0,none
Ba: Bo:,6492,H D F Apparels Ltd.,20-06-2021,2500,,,,,,,,,0,none
Ba: Bo:,6493,Southern Garments Ltd.,29-06-2021,2500,,,,,,,,,0,none
Ba: Bo:,6495,Five Star Textile Mills Ltd.,16-06-2022,3500,,,,,,,,,0,none
Ba: Bo:,6494,Kalosas Apparels Ltd.,22-06-2021,4500,,,,,,,,,0,none
Ba: Bo:,6498,Fashion Makers Ltd.,12-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,6497,R M M Knit Clothing Ltd.,16-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,6500,Queen South Textile Mills Ltd.,26-06-2019,7000,,,,,,,,,0,none
Ba: Bo:,6501,Shirt Makers Limited,14-06-2018,3500,,,,,,,,,0,none
Ba: Bo:,6503,Reliance Washing Ind: Ltd.,18-07-2022,5000/-,,,,,,,,,0,none
Ba: Bo:,6504,Aduri Knit Composit Ltd.,14-06-2022,7000,,,,,,,,,0,none
Ba: Bo:,6505,Aduri Knit Composit Ltd.,14-06-2022,6500,,,,,,,,,0,none
Ba: Bo:,6506,Squire Fashions Ltd.,15-02-2023,3500,,,,,,,,,0,none
Ba: Bo:,6508,J. K. Shirt & Fabrics Ltd.,09-07-2022,2500/-,,,,,,,,,0,none
Ba: Bo:,6510,Graphics Textiles Ltd.,25-07-2022,7000,,,,,,,,,0,none
Ba: Bo:,6513,Brothers Fashion Limited,24-07-2012,2500,,,,,,,,,0,none
Ba: Bo:,6514,Scandex Knitware Ltd. (Unit-2),17-09-2021,2500,,,,,,,,,0,none
Ba: Bo:,6515,Mid Line Sweater Ltd.,16-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,6527,LUsine Fashion Ltd.,26-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,6528,ABC Garments Ltd.,24-07-2016,2500,,,,,,,,,0,none
Ba: Bo:,6531,Kazi Nure E Alam Textile & Enter Lining (Pvt.) Ltd.,21-05-2021,7000,,,,,,,,,0,none
Ba: Bo:,6535,Hannan Knit Wares Ltd.,18-02-2019,2500,,,,,,,,,0,none
Ba: Bo:,6536,Ishakpur Sweater Ind: Ltd.,18-07-2018,2500,,,,,,,,,0,none
Ba: Bo:,6537,Ishakpur Sweater Ind: Ltd.,18-07-2018,2500,,,,,,,,,0,none
Ba: Bo:,6539,KDS Garments Ind: Ltd.,22-12-2022,4500/-,,,,,,,,,0,none
Ba: Bo:,6541,M U Fashion Ltd.,16-08-2021,2500,,,,,,,,,0,none
Ba: Bo:,6543,Mohammadi Knit Star Ltd.,26-08-2014,2500,,,,,,,,,0,none
Ba: Bo:,6544,Atlanta Washing Plant,27-10-2017,2500,,,,,,,,,0,none
Ba: Bo:,6547,Leni Apparels Ltd.,10-08-2021,5000,,,,,,,,,0,none
Ba: Bo:,6549,Juma Fashions Ltd.,03-08-2016,2500,,,,,,,,,0,none
Ba: Bo:,6548,Sif Textile Ind: Ltd.,16-06-2022,6500,,,,,,,,,0,none
Ba: Bo:,6550,Sweater Tech Ltd.,26-08-2020,2500,,,,,,,,,0,none
Ba: Bo:,6551,Mantrast Sweater Ltd.,27-08-2017,3500,,,,,,,,,0,none
Ba: Bo:,6554,Fakir Apparels Ltd.,23-07-2022,5000,,,,,,,,,0,none
Ba: Bo:,6555,A. H. H. Textile Mills Ltd.,17-02-2022,6500,,,,,,,,,0,none
Ba: Bo:,6558,Regent Textile Mills Ltd.,24-08-2022,7000/-,,,,,,,,,0,none
Ba: Bo:,6560,T M knit composite Ltd.,14-02-2022,6500,,,,,,,,,0,none
Ba: Bo:,6562,Alhaj Karim Textiles Ltd.,05-08-2022,6000,,,,,,,,,0,none
Ba: Bo:,6564,Sigma Fashions Ltd.,30-08-2021,3500,,,,,,,,,0,none
Ba: Bo:,6565,Rahman Knit Garments Ltd.,24-08-2022,6500,,,,,,,,,0,none
Ba: Bo:,6566,Cross Line Fabrics Ltd.,16-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,6567,Safe Fashion Ltd.,23-09-2017,2500,,,,,,,,,0,none
Ba: Bo:,6575,Impress Newtex Composite Textile Ltd.,13-08-2019,3500,,,,,,,,,0,none
Ba: Bo:,6579,TRZ Garments Ind: Ltd.,04-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,6578,Impals Sweaters Ltd.,05-09-2016,2500,,,,,,,,,0,none
Ba: Bo:,6582,Fountain Garments Manufacturing Ltd,15-08-2022,3500,,,,,,,,,0,none
Ba: Bo:,6581,Moyajuddin Knit Fashion Ltd.,17-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,6584,Anoyara Knitng Ltd.,02-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,6588,Mark Wear Ltd.,22-02-2022,2500,,,,,,,,,0,none
Ba: Bo:,6587,A. Z. A. Sweaters Ltd.,14-09-2015,2500,,,,,,,,,0,none
Ba: Bo:,6589,Nibir Sweaters Ltd.,21-05-2020,2500,,,,,,,,,0,none
Ba: Bo:,6591,Pioneer Knit Wares (BD) Ltd.,21-09-2022,5000,,,,,,,,,0,none
Ba: Bo:,6590,Pioneer Knit Wares (BD) Ltd.,21-09-2022,6500,,,,,,,,,0,none
Ba: Bo:,6601,Hall Mark Radimade Garments Ltd.,01-10-2012,2500,,,,,,,,,0,none
Ba: Bo:,6600,Balano Radimate Garments Ltd.,01-10-2012,2500,,,,,,,,,0,none
Ba: Bo:,6603,Khalek Textile Mills Ltd.,09-10-2012,6500,,,,,,,,,0,none
Ba: Bo:,6607,R Z Fashion,07-10-2020,2500,,,,,,,,,0,none
Ba: Bo:,6609,Yagi Bangladesh Garments Ltd.,10-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,6610,Fuzi Knitware Ltd.,18-11-2021,2500,,,,,,,,,0,none
Ba: Bo:,6608,Yagi Bangladesh Garments Ltd.,27-09-2021,2500,,,,,,,,,0,none
Ba: Bo:,6613,Abul Hosen Dying & Printing,15-10-2012,3500,,,,,,,,,0,none
Ba: Bo:,6615,Albi Textile Mills Ltd.,21-10-2018,4500,,,,,,,,,0,none
Ba: Bo:,6616,GMS Composit Kniting Ind: Ltd.,22-09-2022,5500,,,,,,,,,0,none
Ba: Bo:,6618,Jarjis Composit Knit Ind: (P:) Ltd.,24-11-2021,7000,,,,,,,,,0,none
Ba: Bo:,6620,Mohammadi Fashion Sweaters Ltd.,30-10-2021,3500,,,,,,,,,0,none
Ba: Bo:,6621,Mohammadi Fashion Sweaters Ltd.,21-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,6622,Dukati Apparels Ltd.,15-09-2022,3500,,,,,,,,,0,none
Ba: Bo:,6626,Fair Apparels Ltd.,19-10-2017,2500,,,,,,,,,0,none
Ba: Bo:,6628,Kalyndi Textile,23-10-2022,5000,,,,,,,,,0,none
Ba: Bo:,6631,Tithi Textile Mills (Pvt.) Ltd.,20-10-2022,6000,,,,,,,,,0,none
Ba: Bo:,6632,M S Knit Design Ltd.,29-10-2019,2500,,,,,,,,,0,none
Ba: Bo:,6641,Laundry Industries Ltd.,12-11-2022,5500,,,,,,,,,0,none
Ba: Bo:,6644,BKC Sweaters Ltd.,13-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,6646,Dew Fashion Ltd.,12-12-2016,2500,,,,,,,,,0,none
Ba: Bo:,6647,Thermax Yearn Dide Fabrics Ltd.,06-11-2022,5000/-,,,,,,,,,0,none
Ba: Bo:,6645,BKC Sweaters Ltd.,13-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,6658,Reytex Fashion Wares Ltd.,14-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,6664,A R S Washing Ltd.,14-12-2021,5000,,,,,,,,,0,none
Ba: Bo:,6668,Pionner Apparels Limited,20-12-2020,2500,,,,,,,,,0,none
Ba: Bo:,6670,Advance Composit Textile Ltd.,12-09-2022,7000,,,,,,,,,0,none
